b'c0b2fb0	a9b9f57 0568299	Fri Jun 17 11:19:01 2022 -0700	Merge pull request #36 from richkadel/regex-dos-fixed-version
0568299	a9b9f57	Thu Jun 16 14:39:56 2022 -0700	Fix fuzzer bugs and update regex dependency to 1.5.6
a9b9f57	8d37874 c625d53	Wed Jun 15 18:20:11 2022 -0700	Merge pull request #35 from richkadel/parse-exp-bug
c625d53	8d37874	Tue Jun 14 16:35:23 2022 -0700	Fix parsing fraction with exponent
1b8c904	ca65fae	Fri Jan 14 15:39:23 2022 -0800	Fix new crash when indicator includes a newline
de97692	1779f54 e86fecb	Sat Jan 8 21:19:15 2022 -0800	Merge pull request #27 from richkadel/more-fuzz-fixes
ad83736	7465b84 774ae28	Thu Dec 23 08:47:43 2021 -0800	Merge pull request #20 from richkadel/fuzz-inspired-fixes-2021-12-20
a293f6c	7465b84	Mon Dec 20 14:05:01 2021 -0800	Fix unicode handling, unclosed block comments, and error messages
98e4a60	cdf8943	Thu Apr 8 15:33:43 2021 +0100	Fix breaking OSS-Fuzz coverage build
133d344	f368240	Wed Apr 22 14:57:02 2020 -0700	Fix typo in README.md
