cras	12	https://chromium.googlesource.com/chromiumos/third_party/adhd.git	c++
crossplane	12	https://github.com/crossplane/crossplane.git	go
fluxcd	12	https://github.com/fluxcd/flux2.git	go
giflib	12	https://git.code.sf.net/p/giflib/code.git	c++
gonids	12	https://github.com/google/gonids.git	go
hdf5	12	https://github.com/HDFGroup/hdf5.git	c
imageio	12	https://github.com/imageio/imageio.git	python
libtsm	12	git://people.freedesktop.org/~dvdhrm/libtsm.git	c++
netcdf	12	https://github.com/Unidata/netcdf-c.git	c++
oauth2	12	https://github.com/googleapis/oauth2client.git	python
postgis	12	https://git.osgeo.org/gitea/postgis/postgis.git	c++
rust-regex	12	https://github.com/rust-lang/regex.git	rust
cel-go	11	https://github.com/google/cel-go.git	go
fast-dds	11	https://github.com/eProsima/Fast-DDS.git	c++
go-toml	11	https://github.com/pelletier/go-toml.git	go
htmlunit	11	https://github.com/HtmlUnit/htmlunit.git	jvm
junrar	11	https://github.com/junrar/junrar.git	jvm
libecc	11	https://github.com/ANSSI-FR/libecc.git	c++
libgd	11	https://github.com/libgd/libgd.git	c++
libpg_query	11	https://github.com/pganalyze/pg_query.git	c
libpng	11	https://github.com/pnggroup/libpng.git	c++
monero	11	https://github.com/monero-project/monero.git	c++
mosquitto	11	https://github.com/eclipse/mosquitto.git	c
nats	11	https://github.com/nats-io/nats-server.git	go
oak	11	https://github.com/project-oak/oak.git	rust
ruby	11	https://github.com/ruby/ruby.git	c
espeak-ng	10	https://github.com/espeak-ng/espeak-ng.git	c++
haproxy	10	https://github.com/haproxy/haproxy.git	c++
httpcomponents-client	10	https://github.com/apache/httpcomponents-client.git	jvm
knative	10	https://github.com/knative.git	go
krb5	10	https://github.com/krb5/krb5.git	c
libtiff	10	https://gitlab.com/libtiff/libtiff.git	c++
libvpx	10	https://chromium.googlesource.com/webm/libvpx.git	c++
lz4	10	https://github.com/lz4/lz4.git	c++
opensips	10	https://github.com/OpenSIPS/opensips.git	c
quic-go	10	https://github.com/quic-go/quic-go.git	go
rekor	10	https://github.com/sigstore/rekor.git	go
toml_edit	10	https://github.com/ordian/toml_edit.git	rust
adal	9	https://github.com/AzureAD/azure-activedirectory-library-for-python.git	python
c-blosc	9	https://github.com/Blosc/c-blosc.git	c++
cloud-hypervisor	9	https://github.com/cloud-hypervisor/cloud-hypervisor.git	rust
cmark	9	https://github.com/commonmark/cmark.git	c++
go-coredns	9	https://github.com/coredns/coredns.git	go
hiredis	9	https://github.com/redis/hiredis.git	c
jackson-databind	9	https://github.com/FasterXML/jackson-databind.git	jvm
kamailio	9	https://github.com/kamailio/kamailio.git	c
libtorrent	9	https://github.com/arvidn/libtorrent.git	c++
md4c	9	https://github.com/mity/md4c.git	c
muparser	9	https://github.com/beltoforion/muparser.git	c++
nginx	9	https://github.com/nginx/nginx.git	c
protoreflect	9	https://github.com/jhump/protoreflect.git	go
s2opc	9	https://gitlab.com/systerel/S2OPC.git	c++
speex	9	https://gitlab.xiph.org/xiph/speex.git	c++
spring-framework	9	https://github.com/spring-projects/spring-framework.git	jvm
strongswan	9	https://github.com/strongswan/strongswan.git	c++
caddy	8	https://github.com/caddyserver/caddy.git	go
cairo	8	https://gitlab.freedesktop.org/cairo/cairo.git	c
distribution	8	https://github.com/distribution/distribution.git	go
gcloud-go	8	https://github.com/googleapis/google-cloud-go.git	go
hostap	8	git://w1.fi/srv/git/hostap.git	c++
jmespathpy	8	https://github.com/jmespath/jmespath.py.git	python
kafka	8	https://github.com/confluentinc/confluent-kafka-python.git	python
libssh2	8	https://github.com/libssh2/libssh2.git	c++
lwan	8	https://github.com/lpereira/lwan.git	c++
mrab-regex	8	https://github.com/mrabarnett/mrab-regex.git	python
nanopb	8	https://github.com/nanopb/nanopb.git	c++
opus	8	https://gitlab.xiph.org/xiph/opus.git	c++
orbit	8	https://github.com/google/orbit.git	c++
pest	8	https://github.com/pest-parser/pest.git	rust
poco	8	https://github.com/pocoproject/poco.git	c++
postgresql	8	https://git.postgresql.org/git/postgresql.git	c
pyjson5	8	https://github.com/dpranke/pyjson5.git	python
sql-parser	8	https://github.com/hyrise/sql-parser.git	c++
tomlkit	8	https://github.com/sdispater/tomlkit.git	python
apache-commons-bcel	7	https://github.com/apache/commons-bcel.git	jvm
bearssl	7	https://www.bearssl.org/git/BearSSL.git	c++
black	7	https://github.com/psf/black.git	python
cel-cpp	7	https://github.com/google/cel-cpp.git	c++
clib	7	https://github.com/clibs/clib.git	c
dng_sdk	7	https://android.googlesource.com/platform/external/dng_sdk.git	c++
gson	7	https://github.com/google/gson.git	jvm
iroha	7	https://github.com/hyperledger/iroha.git	c++
libiec61850	7	https://github.com/mz-automation/libiec61850.git	c
libyaml	7	https://github.com/yaml/libyaml.git	c++
libzip	7	https://github.com/nih-at/libzip.git	c++
lua	7	https://github.com/lua/lua.git	c
mercurial	7	https://www.mercurial-scm.org/repo/hg.git	c++
minizip	7	https://github.com/zlib-ng/minizip-ng.git	c++
pidgin	7	https://sourceforge.net/projects/pidgin/files/Pidgin/2.14.4/pidgin-2.14.4.tar.bz2.git	c
pillow	7	https://github.com/python-pillow/Pillow.git	python
prometheus	7	https://github.com/prometheus/prometheus.git	go
pyyaml	7	https://github.com/yaml/pyyaml.git	python
simdutf	7	https://github.com/simdutf/simdutf.git	c++
tensorflow-py	7	https://github.com/tensorflow/tensorflow.git	python
bleach	6	https://github.com/mozilla/bleach.git	python
freeradius	6	https://github.com/FreeRADIUS/freeradius-server.git	c++
image-png	6	https://github.com/image-rs/image-png.git	rust
libpsl	6	https://github.com/rockdaboot/libpsl.git	c++
mongoose	6	https://github.com/cesanta/mongoose.git	c++
mpg123	6	https://github.com/dreamerc/mpg123.git	c++
ninja	6	https://github.com/ninja-build/ninja.git	c++
nodejs	6	https://github.com/nodejs/node.git	c++
openbabel	6	https://github.com/openbabel/openbabel.git	c++
rabbitmq-c	6	https://github.com/alanxz/rabbitmq-c.git	c
s2geometry	6	https://github.com/google/s2geometry.git	c++
sigstore-java	6	https://github.com/sigstore/sigstore-java.git	jvm
starlark-rust	6	https://github.com/facebookexperimental/starlark-rust.git	rust
tarantool	6	https://github.com/tarantool/tarantool.git	c
arrow-java	5	https://github.com/apache/arrow.git	jvm
c-ares	5	https://github.com/c-ares/c-ares.git	c++
django	5	https://github.com/django/django.git	python
fasthttp	5	https://github.com/valyala/fasthttp.git	go
fribidi	5	https://github.com/fribidi/fribidi.git	c
gfwx	5	https://github.com/kalcutter/gfwx.git	c++
go-json-iterator	5	https://github.com/json-iterator/go.git	go
grpc-gateway	5	https://github.com/grpc-ecosystem/grpc-gateway.git	go
hugo	5	https://github.com/gohugoio/hugo.git	go
jettison	5	https://github.com/jettison-json/jettison.git	jvm
kryo	5	https://github.com/EsotericSoftware/kryo.git	jvm
libevent	5	https://github.com/libevent/libevent.git	c++
libigl	5	https://github.com/libigl/libigl.git	c++
libmpeg2	5	https://github.com/ittiam-systems/libmpeg2.git	c++
librdkafka	5	https://github.com/edenhill/librdkafka.git	c++
libsodium	5	https://github.com/jedisct1/libsodium.git	c++
libteken	5	http://svn.freebsd.org/base/head/sys/teken.git	c++
openpyxl	5	https://foss.heptapod.net/openpyxl/openpyxl.git	python
p11-kit	5	https://github.com/p11-glue/p11-kit.git	c
picotls	5	https://github.com/h2o/picotls.git	c++
pjsip	5	https://github.com/pjsip/pjproject.git	c
servo	5	https://github.com/servo/servo.git	rust
simdjson	5	https://github.com/simdjson/simdjson.git	c++
spidermonkey-ufi	5	https://hg.mozilla.org/mozilla-central.git	c++
tdengine	5	https://github.com/taosdata/TDengine.git	c
tinyobjloader	5	https://github.com/tinyobjloader/tinyobjloader.git	c++
tmux	5	https://github.com/tmux/tmux.git	c
toml	5	https://github.com/uiri/toml.git	python
aiohttp	4	https://github.com/aio-libs/aiohttp.git	python
compress	4	https://github.com/klauspost/compress.git	go
cri-o	4	https://github.com/cri-o/cri-o.git	go
croaring	4	https://github.com/RoaringBitmap/CRoaring.git	c
gitoxide	4	https://github.com/Byron/gitoxide.git	rust
guetzli	4	https://github.com/google/guetzli.git	c++
hoextdown	4	https://github.com/kjdev/hoextdown.git	c++
jackson-dataformat-xml	4	https://github.com/FasterXML/jackson-dataformat-xml.git	jvm
janus-gateway	4	https://github.com/meetecho/janus-gateway.git	c++
